Index,Timestamp,lat,long,Obs1_bird_dist,Shoot_bird_dist,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,SocialGroup,Target,TarSpp,Scientific,BirdTree,Alarm_Presence,Alarm_Qty,Alarm_Spp,Alarm_Sex,Alarm_Conspecific,abundance,richness,Angle,Tar_Sex,Proximity,alarm,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_Under_Avg,Veg_under_height,Pre_Bird_Dense,Bird_Dense_Avg,Pre_Vocal,Pre_Behav,Mid_Vocal,Mid_Behav,Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist,Post_Bird_Height,Post_Bird_Dense,Post_Dense_Avg,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Rad_10_Avg,flock
204,230729-101604,na,na,na,na,2,tree,no,msf,1,pyst,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,6,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,20,34,na,na,na,na,na,na,na,na,na,na,0,na
205,230729-101604,na,na,na,na,2,tree,no,msf,1,thsc,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,6,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,20,34,na,na,na,na,na,na,na,na,na,na,0,na
206,230729-101604,na,na,na,na,2,tree,no,msf,1,haru,,,,,,,,,,na,f,na,,na,na,na,na,na,na,na,#VALUE!,6,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,20,34,na,na,na,na,na,na,na,na,na,na,0,na
207,230729-101604,na,na,na,na,2,tree,no,msf,1,euch,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,6,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,20,34,na,na,na,na,na,na,na,na,na,na,0,na
208,230729-101604,na,na,na,na,2,tree,no,msf,1,euch,,,,,,,,,,na,f,na,,na,na,na,na,na,na,na,#VALUE!,6,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,20,34,na,na,na,na,na,na,na,na,na,na,0,na
209,230729-101604,na,na,na,na,2,tree,no,msf,1,toas,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,6,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,20,34,na,na,na,na,na,na,na,na,na,na,0,na
210,230729-115423,-12.532092,-69.009997,11,na,2,tree,no,pair,1,xigu,,,0,0,none,n,0,2,1,na,u,2,,q,15,5,2,4,13,3223,2.5,2,2000,0.5,quiet,chase,quiet,hd,quiet,dive,5,4,3,2211,1.5,8,16,16,30,2,3,2,1,1,1,1,1,1,1,1.4,na
211,230729-115423,na,na,na,na,2,tree,no,pair,1,xigu,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,16,16,30,na,na,na,na,na,na,na,na,na,na,0,na
212,230730-065941,-12.52722,-69.01688,8,na,banana,mowed,no,msf,1,myca,,,1,1,myca,u,0,8,4,na,u,1,,a,16,3,1,3,11,0000,0,0,1000,0.25,call,ss,alarm,dv,alarm,sit,0,5,6,3210,1.5,5,11,no,no,1,1,1,1,2,2,2,2,2,2,1.6,na
213,230730-065941,na,na,na,na,banana,mowed,no,msf,1,mysi,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
214,230730-065941,na,na,na,na,banana,mowed,no,msf,1,raca,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
215,230730-065941,na,na,na,na,banana,mowed,no,msf,1,raca,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
216,230730-065941,na,na,na,na,banana,mowed,no,msf,1,raca,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
217,230730-065941,na,na,na,na,banana,mowed,no,msf,1,raca,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
218,230730-065941,na,na,na,na,banana,mowed,no,msf,1,raca,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
219,230730-065941,na,na,na,na,banana,mowed,no,msf,1,mygr,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,0,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,11,no,no,na,na,na,na,na,na,na,na,na,na,0,na
224,230731-090508,-12.53660,-69.00534,8,na,2,palm,tree,msf,1,myax,,,0,0,none,n,0,5,3,na,f,1,,q,15,2,1,2,4,3213,2.25,3,2211,1.5,call,glean,quiet,dv,c,u,0,6,5,3323,2.75,5,14,19,32,3,2,3,1,2,2,2,2,2,2,2.1,na
225,230731-090508,na,na,na,na,2,palm,tree,msf,1,myax,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,14,19,32,na,na,na,na,na,na,na,na,na,na,0,na
226,230731-090508,na,na,na,na,2,palm,tree,msf,1,myhy,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,14,19,32,na,na,na,na,na,na,na,na,na,na,0,na
227,230731-090508,na,na,na,na,2,palm,tree,msf,1,tasc,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,14,19,32,na,na,na,na,na,na,na,na,na,na,0,na
228,230731-090508,na,na,na,na,2,palm,tree,msf,1,tasc,,,,,,,,,,na,f,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,14,19,32,na,na,na,na,na,na,na,na,na,na,0,na
234,230801-074612,-12.53388,-69.00996,6,na,2 old,tree,heli,msf,1,myle,,,1,1,myle,f,1,4,3,na,f,2,,a,16,3,2,2,3,3322,2.5,3,1001,0.5,quiet,glean,alarm,dv,quiet,u,0,11,0,3433,3.25,3,19,22,32,4,4,4,1,1,2,2,1,2,2,2.3,na
235,230801-074612,na,na,na,na,2 old,tree,heli,msf,1,myle,,,,,,,,,,na,m,7,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,19,22,32,na,na,na,na,na,na,na,na,na,na,0,na
236,230801-074612,na,na,na,na,2 old,tree,heli,msf,1,myhy,,,,,,,,,,na,f,18,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,19,22,32,na,na,na,na,na,na,na,na,na,na,0,na
237,230801-074612,na,na,na,na,2 old,tree,heli,msf,1,cyar,,,,,,,,,,na,u,11,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,3,19,22,32,na,na,na,na,na,na,na,na,na,na,0,na
238,230801-083023,-12.53372,-69.01070,11,na,2,palm,no,msf,1,thar,,,0,0,none,n,0,5,4,na,m,3,,c,18,4,3,4,28,2122,1.75,3,2111,1.25,c1,sh,call,dv,c3,u,0,13,3,3333,3,5,18,21,34,3,4,2,4,1,3,3,2,2,2,2.6,na
239,230801-083023,na,na,na,na,2,palm,no,msf,1,haru,,,,,,,,,,na,m,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,21,34,na,na,na,na,na,na,na,na,na,na,0,na
240,230801-083023,na,na,na,na,2,palm,no,msf,1,myax,,,,,,,,,,na,f,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,21,34,na,na,na,na,na,na,na,na,na,na,0,na
241,230801-083023,na,na,na,na,2,palm,no,msf,1,cyar,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,21,34,na,na,na,na,na,na,na,na,na,na,0,na
242,230801-083023,na,na,na,na,2,palm,no,msf,1,cyar,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,21,34,na,na,na,na,na,na,na,na,na,na,0,na
249,230801-105233,-12.53258,-69.00819,5,na,2,tree,no,lek,1,pifa,,,0,0,none,n,0,1,1,na,m,2,,q,15,4,2,3,4,2111,1.25,4,3310,1.75,quiet,ss,quiet,dv,quiet,u,0,5,2,3323,2.75,5,7,13,25,1,3,3,3,2,1,1,1,1,1,1.7,na
250,230802-124836,-12.52650,-69.01682,8,na,edge,mowed,no,ssf,1,brcy,,,0,0,none,n,0,17,1,na,u,2,,c,18,5,2,3,3,1222,1.75,1,3333,3,call,glean,call,forage,c,gl,0,3,3,3333,3,na,na,na,na,1,2,2,1,1,1,1,1,1,1,1.2,na
251,230802-132055,-12.52657,-69.01676,7,na,edge,mowed,no,msf,1,cyvi,,,1,2,cyvi,u,0,5,3,na,u,1,,a,15,3,1,3,5,3101,1.25,1,3323,2.75,call,pu,alarm,dv,alarm,vs,0,16,13,2231,2,na,na,na,na,1,2,2,2,1,1,1,1,1,1,1.3,na
252,230802-132055,na,na,na,na,edge,mowed,no,msf,1,psde,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
253,230802-132055,na,na,na,na,edge,mowed,no,msf,1,psde,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
254,230802-132055,na,na,na,na,edge,mowed,no,msf,1,cace,,,,,,,,,,na,u,2,,a,na,na,na,na,na,na,#VALUE!,1,na,#VALUE!,na,na,alarm,na,na,na,na,na,na,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
255,230802-132055,na,na,na,na,edge,mowed,no,msf,1,cace,,,,,,,,,,na,u,2,,na,na,na,na,na,na,na,#VALUE!,1,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
256,230803-065040,-12.528427,-69.013968,8,na,2,tree,no,solo,0,foan,,,0,0,none,n,0,1,1,na,u,2,,c,14,2,2,0,na,1111,1,2,1111,1,quiet,fl,call,dv,quiet,u,0,22,u,NA,#VALUE!,7,13,22,35,1,2,1,2,1,1,2,2,2,2,1.6,na
261,230803-085033,-12.53164,-69.00828,13,na,2,vine,palm,pair,1,myax,,,0,0,none,n,0,2,1,na,m,4,,c,10,4,4,4,12,2233,2.5,3,1233,2.25,call,glean,call,forage,c,gl,0,0,4,1233,2.25,7,15,no,no,4,4,3,2,3,2,2,1,1,1,2.3,na
262,230803-085033,na,na,na,na,2,vine,palm,pair,1,myax,,,,,,,,,,na,f,6,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,7,15,no,no,na,na,na,na,na,na,na,na,na,na,0,na
263,230803-092549,-12.53144,-69.00830,12,na,2,tree,heli,msf,1,myax,,,1,1,myax,m,1,5,3,na,m,2,,a,15,3,2,4,19,1333,2.5,2,2133,2.25,call,glean,alarm,"fz ,dv",c,gl,30,1,5,3323,2.75,6,19,no,no,3,4,2,1,2,3,3,2,2,2,2.4,na
264,230803-092549,na,na,na,na,2,tree,heli,msf,1,myax,,,,,,,,,,na,f,2,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,19,no,no,na,na,na,na,na,na,na,na,na,na,0,na
265,230803-092549,na,na,na,na,2,tree,heli,msf,1,myhy,,,,,,,,,,na,m,9,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,19,no,no,na,na,na,na,na,na,na,na,na,na,0,na
266,230803-092549,na,na,na,na,2,tree,heli,msf,1,myhy,,,,,,,,,,na,f,11,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,19,no,no,na,na,na,na,na,na,na,na,na,na,0,na
267,230803-092549,na,na,na,na,2,tree,heli,msf,1,thsy,,,,,,,,,,na,f,14,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,19,no,no,na,na,na,na,na,na,na,na,na,na,0,na
268,230803-101025,-12.531564,-69.007936,4,na,2,heli,palm,solo,1,myhy,,,0,0,none,n,0,1,1,na,m,1,,q,17,2,1,1,no,3333,3,2,3333,3,call,glean,quiet,"fz ,vs",quiet,dive,118,8,0,3433,3.25,4,8,16,22,3,4,1,2,2,1,2,3,1,1,2,na
269,230803-112657,-12.53208,-69.01219,11,na,2 old,palm,tree,msf,1,haru,,,1,1,haru,m,1,5,3,na,m,7,,a,16,3,7,2,3,1111,1,3,2110,1,call,sh,alarm,vs,c,vs,0,2,4,3222,2.25,5,8,17,27,1,2,3,3,1,2,3,2,3,3,2.3,na
270,230803-112657,na,na,na,na,2 old,palm,tree,msf,1,haru,,,,,,,,,,na,f,8,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,8,17,27,na,na,na,na,na,na,na,na,na,na,0,na
271,230803-112657,na,na,na,na,2 old,palm,tree,msf,1,mylo,,,,,,,,,,na,m,10,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,8,17,27,na,na,na,na,na,na,na,na,na,na,0,na
272,230803-112657,na,na,na,na,2 old,palm,tree,msf,1,mylo,,,,,,,,,,na,f,10,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,8,17,27,na,na,na,na,na,na,na,na,na,na,0,na
273,230803-112657,na,na,na,na,2 old,palm,tree,msf,1,xigu,,,,,,,,,,na,u,na,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,8,17,27,na,na,na,na,na,na,na,na,na,na,0,na
274,230804-064210,-12.53156,-69.01068,9,na,2 old,heli,palm,solo,1,haru,,,1,1,haru,m,0,1,1,na,m,3,,a,17,3,3,2,4,2322,2.25,2,2011,1,call,glean,alarm,dv,c,gl,0,16,2,3212,2,5,10,16,23,4,2,1,1,3,4,3,2,2,2,2.4,na
275,230804-073331,-12.53394,-69.00867,8,na,2,tree,vine,solo,1,pifa,,,0,0,none,n,0,1,1,na,m,3,,q,15,4,3,3,4,2322,2.25,5,3221,2,song,ss,quiet,dv,quiet,u,0,8,3,3333,3,7,13,no,no,3,2,2,2,3,2,2,2,2,2,2.2,na
276,230804-083630,-12.53749,-69.00237,7,na,2,tree,palm,pair,1,myhy,,,0,0,none,n,0,2,1,na,m,4,,q,14,2,4,2,3,3232,2.5,3,3232,2.5,c_Terrestrial Alarm?,glean,quiet,"fz ,vs",c,gl,27,0,2,3232,2.5,6,12,13,17,4,3,3,2,2,2,2,1,1,1,2.1,na
277,230804-083630,na,na,na,na,2,tree,palm,pair,1,myhy,,,,,,,,,,na,f,8,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,12,13,17,na,na,na,na,na,na,na,na,na,na,0,na
278,230804-101041,-12.535843,-68.999566,6,na,na,na,na,msf,1,tach,,,0,0,none,n,0,5,3,na,u,3,,c,14,6,3,5,24,3232,2.5,4,2212,1.75,call,glean,call,mob,c,gl,0,1,5,1121,1.25,4,13,14,29,3,3,2,2,2,2,2,1,1,1,1.9,na
279,230804-101041,na,na,na,na,na,na,na,msf,1,tasc,,,,,,,,,,na,m,4,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,13,14,29,na,na,na,na,na,na,na,na,na,na,0,na
280,230804-101041,na,na,na,na,na,na,na,msf,1,daca,,,,,,,,,,na,m,6,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,13,14,29,na,na,na,na,na,na,na,na,na,na,0,na
281,230804-101041,na,na,na,na,na,na,na,msf,1,tach,,,,,,,,,,na,u,5,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,13,14,29,na,na,na,na,na,na,na,na,na,na,0,na
282,230804-101041,na,na,na,na,na,na,na,msf,1,tach,,,,,,,,,,na,u,8,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,13,14,29,na,na,na,na,na,na,na,na,na,na,0,na
283,230805-071505,-12.532226,-69.009974,7,na,2,tree,no,ssf,1,hyma,,,0,0,none,n,0,4,1,na,u,2,,q,14,2,2,0,_,2211,1.5,2,2211,1.5,call,glean,quiet,"fz ,vs",c,mob,5,3,1,3312,2.25,5,18,18,28,4,3,1,1,1,2,2,2,2,2,2,na
284,230805-071505,na,na,na,na,2,tree,no,ssf,1,hyma,,,,,,,,,,na,u,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,18,28,na,na,na,na,na,na,na,na,na,na,0,na
285,230805-071505,na,na,na,na,2,tree,no,ssf,1,hyma,,,,,,,,,,na,u,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,18,28,na,na,na,na,na,na,na,na,na,na,0,na
286,230805-071505,na,na,na,na,2,tree,no,ssf,1,hyma,,,,,,,,,,na,u,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,18,18,28,na,na,na,na,na,na,na,na,na,na,0,na
287,230805-074744,-12.534988,-69.008046,7,na,2 old,tree,_,pair,1,onsa,,,0,0,none,n,0,2,1,na,m,3,,q,16,3,3,1,3,3132,2.25,3,1233,2.25,quiet,vs,quiet,dv,c,hop,0,3,2,3331,2.5,8,18,18,38,4,2,1,1,1,1,2,2,2,2,1.8,na
288,230805-074744,na,na,na,na,2 old,tree,_,pair,1,onsa,,,,,,,,,,na,f,4,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,18,18,38,na,na,na,na,na,na,na,na,na,na,0,na
289,230805-092801,-12.54113,-68.999698,12,na,2 old,tree,palm,msf,1,thar,,,1,1,thar,f,1,4,3,na,f,2,,a,16,4,2,4,6,3322,2.5,3,2311,1.75,call,ss,alarm,dv,c,u,0,14,3,3323,2.75,6,14,14,25,4,3,3,2,2,2,3,1,1,1,2.2,na
290,230805-092801,na,na,na,na,2 old,tree,palm,msf,1,thar,,,,,,,,,,na,m,9,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,14,14,25,na,na,na,na,na,na,na,na,na,na,0,na
291,230805-092801,na,na,na,na,2 old,tree,palm,msf,1,xigu,,,,,,,,,,na,u,16,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,14,14,25,na,na,na,na,na,na,na,na,na,na,0,na
292,230805-092801,na,na,na,na,2 old,tree,palm,msf,1,mylo,,,,,,,,,,na,u,18,,na,na,na,na,na,na,na,#VALUE!,3,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,14,14,25,na,na,na,na,na,na,na,na,na,na,0,na
294,230805-121319,-12.542037,-68.992284,12,na,1,tree,palm,ssf,1,raca,,,1,1,raco,m,1,4,1,na,m,4,,a,23,6,4,6,16,1211,1.25,2,1021,1,call,move,alarm,"dv ,vs",c,move,0,4,6,2212,1.75,8,18,20,26,2,1,1,2,2,3,3,2,2,2,2,na
295,230805-121319,na,na,na,na,1,tree,palm,ssf,1,raca,,,,,,,,,,na,m,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,18,20,26,na,na,na,na,na,na,na,na,na,na,0,na
296,230805-121319,na,na,na,na,1,tree,palm,ssf,1,raca,,,,,,,,,,na,m,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,18,20,26,na,na,na,na,na,na,na,na,na,na,0,na
297,230805-121319,na,na,na,na,1,tree,palm,ssf,1,raca,,,,,,,,,,na,m,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,8,18,20,26,na,na,na,na,na,na,na,na,na,na,0,na
298,230805-134820,-12.542070,-68.995525,10,na,_,_,_,msf,1,thar,,,1,1,thar,f,1,3,2,na,f,3,,a,17,3,3,4,12,3222,2.25,2,2331,2.25,call,glean,alarm,dv,c,u,0,8,2,3321,2.25,6,12,18,24,2,3,2,1,2,2,2,2,1,1,1.8,na
299,230805-134820,na,na,na,na,_,_,_,msf,1,thar,,,,,,,,,,na,m,11,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,12,18,24,na,na,na,na,na,na,na,na,na,na,0,na
300,230805-134820,na,na,na,na,_,_,_,msf,1,mylo,,,,,,,,,,na,m,8,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,12,18,24,na,na,na,na,na,na,na,na,na,na,0,na
301,230805-141535,-12.54189,-68.99762,8,na,2,tree,palm,msf,1,haru,,,1,1,haru,m,1,4,2,na,m,2,,a,17,2,2,4,5,1121,1.25,2,3322,2.5,call,sh,alarm,dv,a_c,vs,0,8,2,3211,1.75,4,10,11,17,3,2,1,2,3,2,2,1,2,2,2,na
302,230805-141535,na,na,na,na,2,tree,palm,msf,1,haru,,,,,,,,,,na,f,10,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,11,17,na,na,na,na,na,na,na,na,na,na,0,na
303,230805-141535,na,na,na,na,2,tree,palm,msf,1,mylo,,,,,,,,,,na,m,4,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,11,17,na,na,na,na,na,na,na,na,na,na,0,na
304,230805-141535,na,na,na,na,2,tree,palm,msf,1,mylo,,,,,,,,,,na,f,7,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,4,10,11,17,na,na,na,na,na,na,na,na,na,na,0,na
305,230806-073715,-12.53506,-69.01045,10,na,2 old,heli,palm,solo,1,myhy,,,0,0,none,n,0,1,1,na,m,1,,c,15,3,1,0,_,3321,2.25,1,3321,2.25,quiet,pr,call,dv,quiet,frz,123,3,0,3332,2.75,5,18,19,28,3,2,1,1,2,2,3,3,3,3,2.3,na
306,230806-075427,-12.53467,-69.01050,9,na,2,palm,tree,pair,1,mylo,,,0,0,none,n,0,2,1,na,m,1,,c,24,4,1,5,13,1111,1,2,2311,1.75,call,sh,call,dv,c,vs_sh,0,3,5,2201,1.25,5,17,23,29,3,2,2,1,3,2,1,2,2,2,2,na
307,230806-075427,na,na,na,na,2,palm,tree,pair,1,mylo,,,,,,,,,,na,f,1,,na,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,5,17,23,29,na,na,na,na,na,na,na,na,na,na,0,na
308,230806-094904,-12.53470,-69.008187,11,na,1,palm,tree,solo,1,sigr,,,0,0,none,n,0,1,1,na,u,3,,q,21,6,3,6,27,3121,1.75,2,4000,1,quiet,glean,quiet,"hd ,fz",s,gl,125,0,6,4000,1,6,11,11,25,3,2,2,1,4,2,1,1,2,2,2,na
309,230806-104238,-12.532028,-69.010192,16,na,2,tree,_,msf,1,moni,,,0,0,none,n,0,5,3,na,u,6,,q,23,6,6,16,26,3222,2.25,4,2121,1.5,quiet,vs,quiet,vs,q_c,ss,0,14,8,2311,1.75,6,13,16,29,3,3,2,3,1,1,1,1,1,1,1.7,na
310,230806-104238,na,na,na,na,2,tree,_,msf,1,moni,,,,,,,,,,na,u,6,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,16,29,na,na,na,na,na,na,na,na,na,na,0,na
311,230806-104238,na,na,na,na,2,tree,_,msf,1,tasc,,,,,,,,,,na,f,7,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,16,29,na,na,na,na,na,na,na,na,na,na,0,na
312,230806-104238,na,na,na,na,2,tree,_,msf,1,tasc,,,,,,,,,,na,m,9,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,16,29,na,na,na,na,na,na,na,na,na,na,0,na
313,230806-104238,na,na,na,na,2,tree,_,msf,1,lolu,,,,,,,,,,na,m,9,,na,na,na,na,na,na,na,#VALUE!,4,na,#VALUE!,na,na,na,na,na,na,na,na,na,na,#VALUE!,6,13,16,29,na,na,na,na,na,na,na,na,na,na,0,na
314,230806-111141,-12.531974,-69.010192,15,na,2,tree,heli,solo,1,moni,,,,,,,,1,1,na,u,3,,q,19,5,3,4,6,1121,1.25,2,2222,2,quiet,vs,quiet,dv,q,u,0,14,8,3332,2.75,4,10,14,26,3,2,1,2,2,1,2,3,3,3,2.2,na
315,230807-071222,-12.53525,-69.00795,11,na,2,palm,tree,msf,1,thar,,,1,2,thar,m,1,6,3,na,m,5,,a,17,4,5,3,4,3321,2.25,2,3221,2,call,sh,alarm,"vs ,dv",c,sh,0,3,2,3322,2.5,3,9,13,24,4,1,1,2,2,2,1,1,2,2,1.8,na
316,230807-071222,na,na,na,na,2,palm,tree,msf,1,thar,,,,,thar,,,,,na,f,7,,a,na,na,na,na,na,na,#VALUE!,2,na,#VALUE!,na,na,alarm,na,na,na,na,na,na,na,#VALUE!,3,9,13,24,na,na,na,na,na,na,na,na,na,na,0,na
