na,Timestamp,lat,long,obs1,Obs1_bird_dist,shooter,Shoot_bird_dist,obs2,Obs2_bird_dist,hwk,Habitat_Primary,Habitat_Under_Dom1,Habitat_Under_Dom2,Basal Area 10m,Dbh_largest,AudioID,VisualID,SocialGroup,Target,Spp,Scientific,BirdTree,Angle,Sex,Proximity,Audio_React,Flight_dist,Flight_apex,Flight_proximity,Pre_Bird_Height,Forage_Tree_height,Veg_dense_under,Veg_under_height,Pre_Bird_Dense,Pre_Vocal,Pre_Behav,Mid_Vocal,"Mid ,Behav",Post_Vocal,Post_Behav,Freeze_Time_sec,Post_Dist (Dive_Dist),Post_Bird_Height,Post_Bird_Dense,Veg_mid_low,Veg_mid_high,Veg_can_low,Veg_can_high,5m_dense,Rad_01,Rad_02,Rad_03,Rad_04,Rad_05,Rad_06,Rad_07,Rad_08,Rad_09,Rad_10,Notes,Behav_notes,Veg_dense_mid,Veg_under_low,Veg_notes,zoom_wav,voice_record_wav,Rec_reviewed,Recording_Notes,selection,call_type,AlarmExport,alarm,flock
824,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,325,f,12,a,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1,na
825,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,38,m,5,q,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
826,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,300,f,6,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
827,240726-102518,-12.1868,-69.0686,na,18,na,19,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,msf,na,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,272,u,8,q,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
828,240727-063028,-12.1864,-69.0784,na,7,na,11,na,na,1,Secundario,Shrub,Heliconias,na,na,1,1,pair,na,thae,Thamnophilus aethiops,Thamnophilus aethiops,0,m,3,q,na,na,na,3,3,4333,na,1000,c,vig,q,dv,q,fz,rec,2,1,3322,na,na,na,na,na,4,3,2,1,1,1,1,1,2,2,"thamnophilus aethiops, grunting calls at first both sche & thae fz and went quiet",na,na,na,na,na,na,na,na,na,na,na,0,na
829,240727-063028,-12.1864,-69.0784,na,7,na,11,na,na,1,Secundario,Shrub,Heliconias,na,na,1,1,solo,na,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,10,m,3,q,na,na,na,1,na,na,na,na,na,na,q,fz,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
830,240727-063028,-12.1864,-69.0784,na,7,na,11,na,na,1,Secundario,Shrub,Heliconias,na,na,1,1,pair,na,thae,Thamnophilus aethiops,Thamnophilus aethiops,273,f,3,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
831,240727-074353,-12.1876,-69.0764,na,9,na,9,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,lek,na,leco,Lepidothrix coronata,Lepidothrix coronata,0,m,2,c,na,na,na,5,8,2111,na,2101,s,lek,q,dv,"c1,c2",vig,0,1,8,2110,na,na,na,na,na,2,2,1,1,2,3,2,1,1,1,"c1 is whistle rising, c2 is rough falling buzz like sche",na,na,na,na,na,na,na,na,na,na,na,0,na
832,240727-074353,-12.1876,-69.0764,na,9,na,9,na,na,1,Secundario,Arboles,Palmeras,na,na,1,1,lek,na,leco,Lepidothrix coronata,Lepidothrix coronata,50,m,2,c,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
833,240729-072214,-12.5337,-69.1184,na,14,na,14,na,na,1,Agricultura,Grass,Lianas,na,na,0,1,ssf,na,voja,Volatinia jacarina,Volatinia jacarina,0,m,3,q,na,na,na,1,2,3233,na,3200,q,vig,q,dv,q,vig,0,1,1,3320,na,na,na,na,na,3,1,1,0,0,0,0,0,0,0,3 close togther no reactd much,na,na,na,na,na,na,na,na,na,na,na,0,na
834,240729-072214,-12.5337,-69.1184,na,14,na,14,na,na,1,Agricultura,Grass,Lianas,na,na,0,1,ssf,na,voja,Volatinia jacarina,Volatinia jacarina,275,f,3,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
835,240729-072214,-12.5337,-69.1184,na,14,na,14,na,na,1,Agricultura,Grass,Lianas,na,na,0,1,ssf,na,voja,Volatinia jacarina,Volatinia jacarina,356,f,3,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
836,240729-074124,-12.5336,-69.1184,na,13,na,13,na,na,1,Agricultura,Grass,Lianas,na,na,0,1,solo,na,voja,Volatinia jacarina,Volatinia jacarina,0,m,2,q,na,na,na,2,2,3333,na,0120,q,vig,q,dv,q,fz,rec,1,2,2221,na,na,na,na,na,3,1,1,0,0,0,0,0,0,0,"fz for several minutes w/o head movements, left eye to hwk",na,na,na,na,na,na,na,na,na,na,na,0,na
837,240729-075349,-12.5333,-69.1187,na,14,na,14,na,na,1,Agricultura,Grass,,na,na,1,1,pair,na,amau,Ammodramus aurifrons,Ammodramus aurifrons,0,u,3,q,na,na,na,1,1,3333,na,3212,c,vig,q,dv,c,uk,0,2,0,3333,na,na,na,na,na,3,1,1,1,0,0,0,0,0,0,dove in grass and called and riled up the other amau,na,na,na,na,na,na,na,na,na,na,na,0,na
838,240729-075349,-12.5333,-69.1187,na,14,na,14,na,na,1,Agricultura,Grass,,na,na,1,1,pair,na,amau,Ammodramus aurifrons,Ammodramus aurifrons,153,u,8,q,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
839,240729-075349,-12.5333,-69.1187,na,14,na,14,na,na,1,Agricultura,Grass,,na,na,1,1,solo,na,trae,Troglodytes aedon,Troglodytes aedon,244,u,12,s,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
840,240729-081543,-12.5334,-69.1193,na,10,na,10,na,na,1,Agricultura,Grass,Shrub,na,na,0,1,solo,na,voja,Volatinia jacarina,Volatinia jacarina,0,f,4,q,na,na,na,3,3,2233,na,0011,q,vig,q,fz,q,dv,rec,0,3,0011,na,na,na,na,na,2,1,1,0,0,0,0,0,0,0,fz briefly definite reaction to hwk no head movment,na,na,na,na,na,na,na,na,na,na,na,0,na
841,240729-093719,-12.5366,-69.1208,na,12,na,12,na,na,1,Agricultura,Shrub,Grass,na,na,1,1,solo,na,gacy,Galbula cyanescens,Galbula cyanescens,0,u,3,c,na,na,na,1,3,2333,na,0023,c,sally,c,fz,c,fz,rec,0,1,0023,na,na,na,na,na,3,3,2,1,0,0,0,0,0,0,check rec for higher pitch than normal call,na,na,na,na,na,na,na,check rec for higher pitch than normal call,na,na,na,0,na
842,240729-095001,-12.5376,-69.1216,na,16,na,16,na,na,1,Agricultura,Grass,Arboles,na,na,1,1,pair,na,amau,Ammodramus aurifrons,Ammodramus aurifrons,0,u,4,q,na,na,na,0,0,0000,na,0000,q,hop,q,dv,q,uk,0,17,1,2223,na,na,na,na,na,0,0,0,1,1,1,1,0,0,0,dv into dense out of sight,na,na,na,na,na,na,na,na,na,na,na,0,na
843,240729-095001,-12.5376,-69.1216,na,16,na,16,na,na,1,Agricultura,Grass,Arboles,na,na,1,1,pair,na,amau,Ammodramus aurifrons,Ammodramus aurifrons,131,u,3,q,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
844,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,0,u,2,c,na,na,na,11,11,2100,na,0011,c,vig,c/a,dv,c,vig,0,12,12,2210,na,na,na,na,na,1,1,2,2,2,1,1,1,1,1,whole group called fast and loud but no unique aerial,na,na,na,na,na,na,na,na,na,na,na,0,na
845,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,160,u,1,c,na,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
846,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,156,u,1,c,na,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
847,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,99,u,2,c,na,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
848,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,102,u,2,c,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
849,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,140,u,3,c,na,na,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
850,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,136,u,4,c,na,na,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
851,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,355,u,4,c,na,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
852,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,353,u,6,c,na,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
853,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,106,u,6,c,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
854,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,49,u,8,c,na,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
855,240730-062833,-12.1838,-69.0805,na,8,na,10,na,na,1,Agricultura,Arboles,Shrub,na,na,1,1,ssf,na,cace,Cacicus cela,Cacicus cela,121,u,10,c,na,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
856,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,0,u,4,a,na,na,na,2,4,2212,na,1202,c,gl,a,uk,c,uk,0,0,2,1202,na,na,na,na,na,2,2,1,2,1,2,3,2,2,2,mylo u w/ alarm both sexes present and staying close together. didn't move based on sound. thar div 6m,na,na,na,na,na,na,na,na,na,na,na,1,na
857,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,12,u,1,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
858,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,6,m,3,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
859,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,myax,Myrmotherula axillaris,Myrmotherula axillaris,358,f,3,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
860,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,150,u,4,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
861,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,50,m,7,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
862,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,41,f,7,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
863,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,xiel,Xiphorhynchus elegans,Xiphorhynchus elegans,143,u,6,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
864,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,192,m,4,c,na,na,na,1,na,na,na,na,na,na,c,dv,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
865,240730-101342,-12.1727,-69.0663,na,18,na,18,na,na,1,Secundario,Arboles,Shrub,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,200,f,8,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
866,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,onsa,Oneillornis salvini,Gymnopithys salvini,0,m,3,q,na,na,na,1,2,3232,na,2232,c,hop sally,q,dv,c,dv,0,3,1,3332,na,na,na,na,na,3,4,3,2,1,1,1,1,1,1,onsa m called a two note in post dive during hwk. rhme called ones and it sounded agitated and seemed to heard by other birds and alter their behaviors,na,na,na,na,na,na,na,na,na,na,na,0,na
867,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,onsa,Oneillornis salvini,Gymnopithys salvini,340,f,4,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
868,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,343,u,7,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
869,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,phni,Phlegopsis nigromaculata,Phlegopsis nigromaculata,358,u,7,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
870,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,rhme,Rhegmatorhina melanosticta,Rhegmatorhina melanosticta,4,u,5,c,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
871,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,ceni,Cercomacroides nigrescens,Cercomacra nigrescens,292,f,5,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
872,240730-120141,-12.1809,-69.0691,na,6,na,7,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,ant,na,wipo,Willisornis poecilinotus,Willisornis poecilinotus,340,m,6,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
873,240731-074210,-12.1877,-69.0775,na,11,na,12,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,0,m,2,q,na,na,na,4,5,2122,na,2311,c,gl,q,vs,q,gl,0,0,4,2311,na,na,na,na,na,3,3,3,2,3,2,2,2,2,2,"myl on edge of flock radius pretty much alone. didnt alter behavior for more than a few seconds looking at hwk, but moved alot mor after in more jittery way",na,na,na,na,na,na,na,na,na,na,na,0,na
874,240731-074210,-12.1877,-69.0775,na,11,na,12,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,318,m,10,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
875,240731-074210,-12.1877,-69.0775,na,11,na,12,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,311,m,10,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
876,240731-074210,-12.1877,-69.0775,na,11,na,12,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,305,f,18,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
877,240731-074210,-12.1877,-69.0775,na,11,na,12,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,msf,na,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,258,u,6,q,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
878,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,haru,Habia rubica,Habia rubica,0,m,2,q,na,na,na,3,8,0001,na,0012,c,gl,q,dv,q,gl,0,9,3,2210,na,na,na,na,na,3,3,2,2,2,2,2,1,1,1,both myme f and haru m dv. hwk on direct trajectory,na,na,na,na,na,na,na,na,na,na,na,0,na
879,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,205,f,1,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
880,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,myme,Myrmotherula menetriesii,Myrmotherula menetriesii,240,m,5,q,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
881,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,mylo,Myrmotherula longipennis,Myrmotherula longipennis,301,m,6,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
882,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,glsp,Glyphorynchus spirurus,Glyphorynchus spirurus,140,u,6,q,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
883,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,hegr,Hemitriccus griseipectus,Hemitriccus griseipectus,72,u,12,q,na,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
884,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,thar,Thamnomanes ardesiacus,Thamnomanes ardesiacus,41,u,14,q,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
885,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,hafo,Hafferia fortis,Myrmeciza fortis,80,m,10,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
886,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,hafo,Hafferia fortis,Myrmeciza fortis,87,f,10,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
887,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,74,m,8,q,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
888,240731-081514,-12.1875,-69.0777,na,17,na,17,na,na,1,Secundario,Shrub,Palmeras,na,na,1,1,msf,na,sche,Sciaphylax hemimelaena,Myrmeciza hemimelaena,307,f,9,q,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
889,240731-103143,-12.1888,-69.0738,na,7,na,9,na,na,1,Secundario,Palmeras,Arboles,na,na,1,1,solo,na,leco,Lepidothrix coronata,Lepidothrix coronata,0,m,3,q,na,na,na,9,17,1121,na,1221,s,forage,q,fz,s,forage,3:30,0,12,1221,na,na,na,na,na,1,2,2,1,1,1,2,1,1,1,fz for 3:30. no recording dur to button thinking I pressed it.... :(,na,na,na,na,na,na,na,na,na,na,na,0,na
890,240731-104722,-12.1894,-69.0740,na,12,na,13,na,na,1,Secundario,Shrub,lianas,na,na,1,1,lek,na,leco,Lepidothrix coronata,Lepidothrix coronata,0,m,4,q,na,na,na,7,19,2321,na,1221,s,vig,q,fz,s,vig,rec,0,7,1221,na,na,na,na,na,3,3,2,1,1,2,2,2,2,2,"2 note rising call from other leco seemed to attract his attention. froze body, moved head a little during hwk.",na,na,na,na,na,na,na,na,na,na,na,0,na
891,240731-104722,-12.1894,-69.0740,na,12,na,13,na,na,1,Secundario,Shrub,lianas,na,na,1,1,lek,na,leco,Lepidothrix coronata,Lepidothrix coronata,15,u,22,q,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na
